invoice_number,status,invoice_date,submission_date,po_load,customer,customer_raw,age,invoice_amount,funded,reserves,reserves_excel,released_reserves,fees,carrier,carrier_invoice,carrier_pay,source_sheet,released,release_date,release_amount,release_source
37655,Funded,2026-02-16,2026-02-16,REF#478722 // PO#INV133659,Rentex,"RENTEX, INC/ HQ",3.0,1700.0,1010.0,85.0,55.25,55.25,29.75,"LV TRANSPORTATION, LLC",37655.0,605.0,FEB 2026 INV,true,,85.0,triumph
37701,Funded,2026-02-17,2026-02-17,REF#475282/45285 PO#INV133778 ORDER # 47,Rentex,"RENTEX, INC/ HQ",2.0,765.0,126.75,38.25,24.8625,24.8625,13.3875,HECTOR D CARATACHEA,37701.0,600.0,FEB 2026 INV,true,,38.25,triumph
37069,Funded,2026-02-17,2026-02-17,REF#474655 | PO#INV132026,Rentex,"RENTEX, INC/ HQ",2.0,750.0,212.5,37.5,24.375,24.375,13.125,SANCHEZ BRUZON LLC,37069.0,500.0,FEB 2026 INV,true,,37.5,triumph
38136,Funded,2026-02-17,2026-02-17,26-1126-JKZT0000064,Insync Productions,"INSYNC PRODUCTIONS, LLC",2.0,750.0,262.5,37.5,24.375,,13.125,MCKOY ENTERPRISES INC,38136.0,450.0,FEB 2026 INV,false,,,
37662,Funded,2026-02-17,2026-02-17,REF#477726 // PO#INV133683,Rentex,"RENTEX, INC/ HQ",2.0,675.0,191.25,33.75,21.9375,21.9375,11.8125,LEVINSON TRUCKING LLC,37662.0,450.0,FEB 2026 INV,true,,33.75,triumph
38241,Funded,2026-02-17,2026-02-17,REF#485159 PO#INV135379,Rentex,"RENTEX, INC/ HQ",2.0,1300.0,635.0,65.0,42.25,42.25,22.75,NITRO LOGISTICS INC,38241.0,600.0,FEB 2026 INV,true,,65.0,triumph
38013,Funded,2026-02-17,2026-02-17,PO# 107784,On Services,"ON SERVICES, LLC",2.0,1300.0,-565.0,65.0,42.25,,22.75,CONTINENTAL TRANSPORT LLC,38013.0,2000.0,FEB 2026 INV,false,,,
38359,Funded,2026-02-18,2026-02-18,26-1324-JKZT0000074,Insync Productions,"INSYNC PRODUCTIONS, LLC",1.0,750.0,32.5,37.5,24.375,,13.125,LBH TRANSPORT INC,38359.0,680.0,FEB 2026 INV,false,,,
38137,Funded,2026-02-18,2026-02-18,26-1126-JKZT0000064,Insync Productions,"INSYNC PRODUCTIONS, LLC",1.0,750.0,212.5,37.5,24.375,,13.125,LBH TRANSPORT INC,38137.0,500.0,FEB 2026 INV,false,,,
38350,Funded,2026-02-18,2026-02-18,26-1286-JKZT0000075,Insync Productions,"INSYNC PRODUCTIONS, LLC",1.0,1985.0,435.75,99.25,64.5125,,34.7375,CB LEGO LOGISTICS LLC,38350.0,1450.0,FEB 2026 INV,false,,,
38416,Funded,2026-02-18,2026-02-18,REF#487742 PO#INV135962,Rentex,"RENTEX, INC/ HQ",1.0,925.0,228.75,46.25,30.0625,30.0625,16.1875,SULLEN'S TRANSPORTATION INTERNATIONAL LLC,38416.0,650.0,FEB 2026 INV,true,,46.25,triumph
38011,Funded,2026-02-18,2026-02-18,PO# 107784,On Services,"ON SERVICES, LLC",1.0,3200.0,190.0,160.0,104.0,,56.0,GUARDIAN TRANSPORTATION LLC,38011.0,2850.0,FEB 2026 INV,false,,,
38012,Funded,2026-02-18,2026-02-18,PO# 107784,On Services,"ON SERVICES, LLC",1.0,3200.0,190.0,160.0,104.0,,56.0,GUARDIAN TRANSPORTATION LLC,38012.0,2850.0,FEB 2026 INV,false,,,
38251,Funded,2026-02-18,2026-02-18,PO# 107784,On Services,"ON SERVICES, LLC",1.0,3200.0,190.0,160.0,104.0,,56.0,GUARDIAN TRANSPORTATION LLC,38251.0,2850.0,FEB 2026 INV,false,,,
38398,Funded,2026-02-18,2026-02-18,OG2026021300026/MT2026020600050,Gofo Inc,GOFO INC.,2.0,7000.0,450.0,350.0,227.5,227.5,122.5,VIS INC,38398.0,6200.0,FEB 2026 INV,true,,350.0,triumph
38357,Funded,2026-02-19,2026-02-19,26-1324-JKZT0000074,Insync Productions,"INSYNC PRODUCTIONS, LLC",1.0,750.0,192.5,37.5,24.375,,13.125,NEW SERVICE TRANSPORT LLC,38357.0,520.0,FEB 2026 INV,false,,,
38455,Funded,2026-02-19,2026-02-19,MT2026021600047,Gofo Inc,GOFO INC.,1.0,650.0,117.5,32.5,21.125,21.125,11.375,MJ TRANSPORT OF ORLANDO LLC,38455.0,500.0,FEB 2026 INV,true,,32.5,triumph
38424,Funded,2026-02-19,2026-02-19,MT2026021300050,Gofo Inc,GOFO INC.,1.0,650.0,117.5,32.5,21.125,21.125,11.375,MJ TRANSPORT OF ORLANDO LLC,38424.0,500.0,FEB 2026 INV,true,,32.5,triumph
38365,Funded,2026-02-19,2026-02-19,MT2026020600050,Gofo Inc,GOFO INC.,1.0,650.0,117.5,32.5,21.125,21.125,11.375,MJ TRANSPORT OF ORLANDO LLC,38365.0,500.0,FEB 2026 INV,true,,32.5,triumph
37654,Funded,2026-02-19,2026-02-19,REF#478722 // PO#INV133659,Rentex,"RENTEX, INC/ HQ",1.0,1700.0,415.0,85.0,55.25,55.25,29.75,HEAVY LANE TRANSPORT,37654.0,1200.0,FEB 2026 INV,true,,85.0,triumph
37702,Funded,2026-02-19,2026-02-19,REF#475282/45285-PO#INV133778,Rentex,"RENTEX, INC/ HQ",1.0,765.0,126.75,38.25,24.8625,24.8625,13.3875,HECTOR D CARATACHEA,37702.0,600.0,FEB 2026 INV,true,,38.25,triumph
37032,Funded,2026-02-19,2026-02-19,REF#472684 / PO#INV131951,Rentex,"RENTEX, INC/ HQ",1.0,1300.0,335.0,65.0,42.25,42.25,22.75,NEST GROUP LLC,37032.0,900.0,FEB 2026 INV,true,,65.0,triumph
38388,Funded,2026-02-20,2026-02-20,26-1286-JKZT0000075,Insync Productions,"INSYNC PRODUCTIONS, LLC",4.0,1985.0,885.75,99.25,64.5125,,34.7375,KARAM LLC,38388.0,1000.0,FEB 2026 INV,false,,,
38257,Funded,2026-02-20,2026-02-20,REF#485604/PO#INV135486,Rentex,"RENTEX, INC/ HQ",4.0,750.0,212.5,37.5,24.375,24.375,13.125,LTE TRUCKING INC,38257.0,500.0,FEB 2026 INV,true,,37.5,triumph
38515,Funded,2026-02-23,2026-02-23,REF#487062PO#INV136480,Rentex,"RENTEX, INC/ HQ",1.0,925.0,228.75,46.25,30.0625,30.0625,16.1875,REAL MATERIAL LOGISTICS LLC,38515.0,650.0,FEB 2026 INV,true,,46.25,triumph
38252,Funded,2026-02-23,2026-02-23,REF#484812 PO#INV135445,Rentex,"RENTEX, INC/ HQ",1.0,575.0,196.25,28.75,18.6875,18.6875,10.0625,LETS GO TRANSPORT LLC,38252.0,350.0,FEB 2026 INV,true,,28.75,triumph
38456,Funded,2026-02-23,2026-02-23,REF#479080/PO#INV136174,Rentex,"RENTEX, INC/ HQ",1.0,700.0,165.0,35.0,22.75,22.75,12.25,HM TRANSPORTES LLC,38456.0,500.0,FEB 2026 INV,true,,35.0,triumph
37663,Funded,2026-02-23,2026-02-23,REF#477726 // PO#INV133683,Rentex,"RENTEX, INC/ HQ",2.0,800.0,172.5,40.0,26.0,26.0,14.0,2131 TRANSPORTATION LLC,37663.0,587.5,FEB 2026 INV,true,,40.0,triumph
38246,Funded,2026-02-24,2026-02-24,278522 / PO#107963,On Services,"ON SERVICES, LLC",1.0,4750.0,1012.5,237.5,154.375,,83.125,LANDSTAR RANGER INC,38246.0,3500.0,FEB 2026 INV,false,,,
38513,Funded,2026-02-24,2026-02-24,REF#477192/480594/488956-PO#INV136416,Rentex,"RENTEX, INC/ HQ",1.0,900.0,175.0,45.0,29.25,29.25,15.75,UNITED EAGLES TRUCKING,38513.0,680.0,FEB 2026 INV,true,,45.0,triumph
38542,Funded,2026-02-24,2026-02-24,REF#486186/486184/486178/486177/484532P,Rentex,"RENTEX, INC/ HQ",1.0,1100.0,245.0,55.0,35.75,35.75,19.25,"TAYLOR TRANSPORTATION, LLC",38542.0,800.0,FEB 2026 INV,true,,55.0,triumph
38258,Funded,2026-02-24,2026-02-24,REF#485604PO#INV135486,Rentex,"RENTEX, INC/ HQ",1.0,750.0,212.5,37.5,24.375,24.375,13.125,LTE TRUCKING INC,38258.0,500.0,FEB 2026 INV,true,,37.5,triumph
37746,Funded,2026-02-25,2026-02-25,REF#473902 / PO#INV133975,Rentex,"RENTEX, INC/ HQ",2.0,950.0,152.5,47.5,30.875,30.875,16.625,ALL ROADS TRANSPORTATION LLC,37746.0,750.0,FEB 2026 INV,true,,47.5,triumph
38417,Funded,2026-02-26,2026-02-26,REF#487742PO#INV135962,Rentex,"RENTEX, INC/ HQ",5.0,925.0,293.75,46.25,30.0625,30.0625,16.1875,LETICIA TRANS LLC,38417.0,585.0,FEB 2026 INV,true,,46.25,triumph
38079,Funded,2026-02-26,2026-02-26,REF#483728 / PO#INV135029,Rentex,"RENTEX, INC/ HQ",5.0,950.0,252.5,47.5,30.875,30.875,16.625,MOX LOGISTICS LLC,38079.0,650.0,FEB 2026 INV,true,,47.5,triumph
38462,Funded,2026-02-26,2026-02-26,MT2026021700050,Gofo Inc,GOFO INC.,5.0,650.0,117.5,32.5,21.125,21.125,11.375,MJ TRANSPORT OF ORLANDO LLC,38462.0,500.0,FEB 2026 INV,true,,32.5,triumph
38615,Funded,2026-02-26,2026-02-26,PO# INV136830/REF# 490749,Rentex,"RENTEX, INC/ HQ",5.0,700.0,315.0,35.0,22.75,22.75,12.25,UNITED FLEET CORP,38615.0,350.0,FEB 2026 INV,true,,35.0,triumph
38568,Funded,2026-02-26,2026-02-26,GOFO GROUNDOG2026022000027,Gofo Inc,GOFO INC.,5.0,7300.0,1035.0,365.0,237.25,237.25,127.75,BANDRANA TRANSPORT INC,38568.0,5900.0,FEB 2026 INV,true,,365.0,triumph
37249,Funded,2026-02-27,2026-02-27,REF#476340/488118 PO#INV132618,Rentex,"RENTEX, INC/ HQ",4.0,650.0,167.5,32.5,21.125,21.125,11.375,VALPAC TRUCKING LLC,37249.0,450.0,FEB 2026 INV,true,,32.5,triumph
38514,Funded,2026-02-27,2026-02-27,REF#477192/480594/488956 PO#INV136416,Rentex,"RENTEX, INC/ HQ",4.0,800.0,160.0,40.0,26.0,26.0,14.0,UNITED EAGLES TRUCKING,38514.0,600.0,FEB 2026 INV,true,,40.0,triumph
38457,Funded,2026-02-27,2026-02-27,REF#479080 PO#INV136174,Rentex,"RENTEX, INC/ HQ",4.0,700.0,165.0,35.0,22.75,22.75,12.25,HM TRANSPORTES LLC,38457.0,500.0,FEB 2026 INV,true,,35.0,triumph
38080,Funded,2026-02-27,2026-02-27,REF#483728 PO#INV135029,Rentex,"RENTEX, INC/ HQ",4.0,950.0,127.5,47.5,30.875,30.875,16.625,AMELIA AVILA,38080.0,775.0,FEB 2026 INV,true,,47.5,triumph
38632,Funded,2026-02-27,2026-02-27,REF#481374PO#INV136943,Rentex,"RENTEX, INC/ HQ",4.0,950.0,202.5,47.5,30.875,30.875,16.625,MOONY TRUCKING INC,38632.0,700.0,FEB 2026 INV,true,,47.5,triumph
38617,Funded,2026-03-02,2026-03-02,OG2026022300026/GOFO GROUND,Gofo Inc,GOFO INC.,3.0,7000.0,450.0,350.0,227.5,227.5,122.5,VIS INC,38617.0,6200.0,MAR 2026 INV,true,,350.0,triumph
38636,Funded,2026-03-02,2026-03-02,26-1327 PO#JKZT0000091,Insync Productions,"INSYNC PRODUCTIONS, LLC",3.0,1750.0,462.5,87.5,56.875,56.875,30.625,S & T TRANSPORT LLC,38636.0,1200.0,MAR 2026 INV,true,2026-04-07,87.5,flexent
38371,Funded,2026-03-03,2026-03-03,REF#477793/PO#INV135792,Rentex,"RENTEX, INC/ HQ",2.0,1600.0,120.0,80.0,52.0,,28.0,MARONG ENTERPRISE LLC,38371.0,1400.0,MAR 2026 INV,false,,,
38516,Funded,2026-03-03,2026-03-03,REF#487062-PO#INV136480,Rentex,"RENTEX, INC/ HQ",2.0,925.0,278.75,46.25,30.0625,,16.1875,LEAZON TRUCKING LLC,38516.0,600.0,MAR 2026 INV,false,,,
38744,Funded,2026-03-03,2026-03-03,REF#492419 PO#INV137328,Rentex,"RENTEX, INC/ HQ",2.0,600.0,270.0,30.0,19.5,19.5,10.5,COGE LOGISTICS LLC,38744.0,300.0,MAR 2026 INV,true,,30.0,triumph
38638,Funded,2026-03-03,2026-03-03,26-1327-PO#JKZT0000091,Insync Productions,"INSYNC PRODUCTIONS, LLC",2.0,2137.5,580.62,106.88,69.46875,69.46875,37.40625,PANJSHIR LLC,38638.0,1450.0,MAR 2026 INV,true,2026-04-07,106.88,flexent
38635,Funded,2026-03-03,2026-03-03,26-1327-PO#JKZT0000091,Insync Productions,"INSYNC PRODUCTIONS, LLC",2.0,1750.0,662.5,87.5,56.875,56.875,30.625,"CARL AND NICOLE FLICKINGER, SMALL DOG TRUCKING LLC",38635.0,1000.0,MAR 2026 INV,true,2026-04-07,87.5,flexent
38253,Funded,2026-03-03,2026-03-03,REF#484812 PO#INV135445,Rentex,"RENTEX, INC/ HQ",2.0,575.0,196.25,28.75,18.6875,18.6875,10.0625,DG NATIONAL LLC,38253.0,350.0,MAR 2026 INV,true,,28.75,triumph
37948,Funded,2026-03-03,2026-03-03,REF#479441-PO#INV134627,Rentex,"RENTEX, INC/ HQ",2.0,725.0,158.75,36.25,23.5625,23.5625,12.6875,Y & P CARGO TRANSPORT LLC,37948.0,530.0,MAR 2026 INV,true,,36.25,triumph
38432,Funded,2026-03-03,2026-03-03,REF#488077 PO#INV136050,Rentex,"RENTEX, INC/ HQ",2.0,750.0,162.5,37.5,24.375,24.375,13.125,LYFE'S GOOD LOGISTICS LLC,38432.0,550.0,MAR 2026 INV,true,,37.5,triumph
37747,Funded,2026-03-03,2026-03-03,REF#473902 PO#INV133975,Rentex,"RENTEX, INC/ HQ",2.0,950.0,302.5,47.5,30.875,30.875,16.625,ADAMANT DISPATCH LLC,37747.0,600.0,MAR 2026 INV,true,,47.5,triumph
38431,Funded,2026-03-03,2026-03-03,REF#488077PO#INV136050,Rentex,"RENTEX, INC/ HQ",2.0,750.0,162.5,37.5,24.375,24.375,13.125,J&J TRANSPORT LLC,38431.0,550.0,MAR 2026 INV,true,,37.5,triumph
38637,Funded,2026-03-04,2026-03-04,26-132 PO#JKZT0000091,Insync Productions,"INSYNC PRODUCTIONS, LLC",2.0,1750.0,462.5,87.5,56.875,56.875,30.625,MAY S INC,38637.0,1200.0,MAR 2026 INV,true,2026-04-07,87.5,flexent
38798,Funded,2026-03-04,2026-03-04,PO# INV137570REF# 493084,Rentex,"RENTEX, INC/ HQ",2.0,565.0,186.75,28.25,18.3625,18.3625,9.8875,ACIES TRANSPORT LLC,38798.0,350.0,MAR 2026 INV,true,,28.25,triumph
38663,Funded,2026-03-05,2026-03-05,26-1327-PO# JKZT0000091,Insync Productions,"INSYNC PRODUCTIONS, LLC",2.0,2350.0,232.5,117.5,76.375,76.375,41.125,E & K CARRIERS LLC,27006022.0,2000.0,MAR 2026 INV,true,2026-04-07,117.5,flexent
38430,Funded,2026-03-05,2026-03-05,REF#483781-PO#INV136042,Rentex,"RENTEX, INC/ HQ",2.0,700.0,250.0,35.0,22.75,22.75,12.25,LEGALLY LOADED LLC,20260403.0,415.0,MAR 2026 INV,true,,35.0,triumph
38747,Funded,2026-03-05,2026-03-05,REF#488938-PO#INV137334,Rentex,"RENTEX, INC/ HQ",2.0,700.0,315.0,35.0,22.75,22.75,12.25,SMJ LOGISTICS INC,27007736.0,350.0,MAR 2026 INV,true,,35.0,triumph
38871,Funded,2026-03-05,2026-03-05,REF#476848/483011-PO#INV137831,Rentex,"RENTEX, INC/ HQ",2.0,925.0,228.75,46.25,30.0625,30.0625,16.1875,ADAMANT DISPATCH LLC,220.0,650.0,MAR 2026 INV,true,,46.25,triumph
38540,Funded,2026-03-05,2026-03-05,REF#482005 PO#INV136538,Rentex,"RENTEX, INC/ HQ",2.0,1125.0,268.75,56.25,36.5625,36.5625,19.6875,FULLY LOADED TRUCKING LLC,OTR-22399897,800.0,MAR 2026 INV,true,,56.25,triumph
38675,Funded,2026-03-06,2026-03-06,26-1327-PO# JKZT0000091,Insync Productions,"INSYNC PRODUCTIONS, LLC",2.0,2350.0,152.5,117.5,76.375,76.375,41.125,SEVEN STAR LOGISTICS LLC,38675.0,2080.0,MAR 2026 INV,true,2026-04-13,117.5,flexent
38666,Funded,2026-03-06,2026-03-06,26-1327-PO# JKZT0000091,Insync Productions,"INSYNC PRODUCTIONS, LLC",2.0,2350.0,192.5,117.5,76.375,76.375,41.125,"STEEL CITY ENTERPRISES, INC.",1328521278.0,2040.0,MAR 2026 INV,true,2026-04-13,117.5,flexent
38668,Funded,2026-03-06,2026-03-06,26-1327-PO# JKZT0000091,Insync Productions,"INSYNC PRODUCTIONS, LLC",2.0,2350.0,52.5,117.5,76.375,76.375,41.125,MODEL FREIGHT LLC,25058.0,2180.0,MAR 2026 INV,true,2026-04-13,117.5,flexent
38372,Funded,2026-03-09,2026-03-09,REF#477793 PO#INV135792,Rentex,"RENTEX, INC/ HQ",1.0,1000.0,150.0,50.0,32.5,32.5,17.5,MARONG ENTERPRISE LLC,748.0,800.0,MAR 2026 INV,true,,50.0,triumph
38854,Funded,2026-03-09,2026-03-09,REF#491924-PO#INV137736,Rentex,"RENTEX, INC/ HQ",1.0,925.0,178.75,46.25,30.0625,30.0625,16.1875,LETS GO TRANSPORT LLC,OTR-22431357,700.0,MAR 2026 INV,true,,46.25,triumph
38590,Funded,2026-03-09,2026-03-09,REF#488422-PO#INV136611,Rentex,"RENTEX, INC/ HQ",1.0,925.0,278.75,46.25,30.0625,30.0625,16.1875,HM TRANSPORTES LLC,OTR-22405105,600.0,MAR 2026 INV,true,,46.25,triumph
38589,Funded,2026-03-09,2026-03-09,REF#488422-PO#INV136611,Rentex,"RENTEX, INC/ HQ",3.0,925.0,278.75,46.25,30.0625,30.0625,16.1875,D&B LOGISTICS GROUP LLC,38589.0,600.0,MAR 2026 INV,true,,46.25,triumph
38759,Funded,2026-03-09,2026-03-09,REF#483714 PO#INV137427,Rentex,"RENTEX, INC/ HQ",3.0,1200.0,140.0,60.0,39.0,39.0,21.0,PRIME EAGLE TRANSPORT LLC,1799.0,1000.0,MAR 2026 INV,true,,60.0,triumph
38761,Funded,2026-03-09,2026-03-09,REF#483714 PO#INV137427,Rentex,"RENTEX, INC/ HQ",3.0,1200.0,140.0,60.0,39.0,39.0,21.0,ENVIO TRAVEL LLC,38761.0,1000.0,MAR 2026 INV,true,,60.0,triumph
38543,Funded,2026-03-09,2026-03-09,REF#486186/486184/486178/486177/484532 P,Rentex,"RENTEX, INC/ HQ",3.0,350.0,182.5,17.5,11.375,11.375,6.125,ERI-FAM LLC,30313-37086,150.0,MAR 2026 INV,true,,17.5,triumph
38541,Funded,2026-03-09,2026-03-09,REF#482005 PO#INV136538,Rentex,"RENTEX, INC/ HQ",3.0,1125.0,168.75,56.25,36.5625,36.5625,19.6875,JN FREIGHT LLC,490.0,900.0,MAR 2026 INV,true,,56.25,triumph
38923,Funded,2026-03-09,2026-03-09,REF#493965 PO#INV138041,Rentex,"RENTEX, INC/ HQ",3.0,925.0,278.75,46.25,30.0625,30.0625,16.1875,HM TRANSPORTES LLC,OTR-22432435,600.0,MAR 2026 INV,true,,46.25,triumph
38750,Funded,2026-03-10,2026-03-10,REF#488938 PO#INV137334,Rentex,"RENTEX, INC/ HQ",2.0,700.0,215.0,35.0,22.75,22.75,12.25,PARVIZ TRANSPORTATION LLC,13431180611.0,450.0,MAR 2026 INV,true,,35.0,triumph
37949,Funded,2026-03-10,2026-03-10,REF#479441 PO#INV134627,Rentex,"RENTEX, INC/ HQ",2.0,725.0,188.75,36.25,23.5625,23.5625,12.6875,SIRCO LOGISTIC LLC,37949.0,500.0,MAR 2026 INV,true,,36.25,triumph
38741,,,,,Gofo Express,GOFO EXPRESS,,7000.0,450.0,350.0,350.0,,,CITY LINE INC,,6200.0,MAR 2026 INV,false,,,
38806,,2026-03-11,,OG2026030200009 GOFO GROUND,Gofo Express,GOFO EXPRESS,,7000.0,450.0,350.0,350.0,350.0,,VIS INC.,,,MAR 2026 INV,true,,350.0,triumph
38621,,2026-03-11,,,Ironclad Environmental,IRONCLAD ENVIRONMENTAL SOLUTIONS,,2000.0,650.0,100.0,100.0,,,RAMPINE TRUCKING INC,,,MAR 2026 INV,false,,,
38620,,2026-03-11,,,Ironclad Environmental,IRONCLAD ENVIRONMENTAL SOLUTIONS,,2000.0,650.0,100.0,100.0,,,RAMPINE TRUCKING INC,,,MAR 2026 INV,false,,,
38619,,2026-03-11,,,Ironclad Environmental,IRONCLAD ENVIRONMENTAL SOLUTIONS,,2000.0,800.0,100.0,100.0,,,TERRA TRANS LLC,,,MAR 2026 INV,false,,,
38498,,2026-03-11,,280850-PO#108394,On Services,ON-SERVICES,,4100.0,895.0,205.0,205.0,205.0,,LANDSTAR RANGER INC,,,MAR 2026 INV,true,2026-04-13,205.0,flexent
38496,,2026-03-11,,280849-PO#108389,On Services,ON-SERVICES,,4100.0,895.0,205.0,205.0,205.0,,LANDSTAR RANGER INC,,,MAR 2026 INV,true,2026-04-13,205.0,flexent
38249,,2026-03-11,,PO#107966,On Services,ON-SERVICES,,4625.0,893.75,231.25,231.25,,,LANDSTAR RANGER INC,,,MAR 2026 INV,false,,,
38248,,2026-03-11,,PO#107966,On Services,ON-SERVICES,,4625.0,893.75,231.25,231.25,,,LANDSTAR RANGER INC,,,MAR 2026 INV,false,,,
38247,,2026-03-11,,278522/ PO#107963,On Services,ON-SERVICES,,4750.0,1012.5,237.5,237.5,,,LANDSTAR RANGER INC,,,MAR 2026 INV,false,,,
37699,,,,,Rentex,RENTEX MASSACHUSETTS,,765.0,126.75,38.25,38.25,,,UNITED EAGLES TRUCKING,,600.0,MAR 2026 INV,true,2026-04-21,38.25,flexent
38634,,,,,Rentex,RENTEX MASSACHUSETTS,,950.0,252.5,47.5,47.5,,,TATE AND SONS LLC,,650.0,MAR 2026 INV,true,2026-04-21,47.5,flexent
38787,,,,,Rentex,RENTEX MASSACHUSETTS,,900.0,155.0,45.0,45.0,,,MEMORABLE LOGISTICS LLC,,700.0,MAR 2026 INV,true,2026-04-21,45.0,flexent
38929,,,,,Capacity Express,Capacity Express,,1.0,-149.05,0.05,0.05,,,Capacity Express,,150.0,MAR 2026 INV,false,,,
39070,,,,,Rentex,RENTEX MASSACHUSETTS,,800.0,155.0,40.0,40.0,,,BEXPRESS LLC,,605.0,MAR 2026 INV,true,2026-04-21,40.0,flexent
39137,,,,,Rentex,RENTEX MASSACHUSETTS,,550.0,172.5,27.5,27.5,,,SIMON NZAU,,350.0,MAR 2026 INV,true,2026-04-21,27.5,flexent
37904,,,,,Rentex,Rentex - MA,,1650.0,267.5,82.5,82.5,,,"Borderlanders, Inc",,1300.0,MAR 2026 INV,true,2026-04-21,82.5,flexent
38507,,,,,Rentex,Rentex - MA,,1200.0,340.0,60.0,60.0,,,"Frantz Milien Transportation, LLC",,800.0,MAR 2026 INV,true,2026-04-21,60.0,flexent
39295,,,,,Rentex,Rentex - MA,,750.0,262.5,37.5,37.5,,,"2nd Nature Trucking, LLC",,450.0,MAR 2026 INV,true,2026-04-21,37.5,flexent
39333,,,,,Rentex,Rentex - MA,,320.0,104.0,16.0,16.0,,,"Sanlo Transport, LLC",,200.0,MAR 2026 INV,true,2026-04-21,16.0,flexent
39334,,,,,Rentex,Rentex - MA,,320.0,104.0,16.0,16.0,,,"Sanlo Transportation, LLC",,200.0,MAR 2026 INV,true,2026-04-21,16.0,flexent
39366,,,,,Insomniac,Insomniac,,1350.0,182.5,67.5,67.5,,,"F&R Xpress, LLC",,1100.0,MAR 2026 INV,false,,,
39367,,,,,Insomniac,Insomniac,,300.0,135.0,15.0,15.0,,,"Hidrocalido Trucking, LLC",,150.0,MAR 2026 INV,false,,,
38755,,,,,Rentex,Rentex - MA,,1000.0,200.0,50.0,50.0,,,"Tolefree & Company, LLC",,750.0,MAR 2026 INV,true,2026-04-21,50.0,flexent
38870,,,,,Rentex,Rentex - MA,,2650.0,367.5,132.5,132.5,,,"Veteran Elite Transport, LLC",,2150.0,MAR 2026 INV,true,2026-04-21,132.5,flexent
37903,,,,,Rentex,Rentex-Massachusetts,,3350.0,82.5,167.5,167.5,,,"ESM The Bullet, LLC",,3100.0,MAR 2026 INV,true,2026-04-21,167.5,flexent
38132,,,,,Rentex,RENTEX MASSACHUSETTS,,400.0,80.0,20.0,20.0,,,DHANA LOGISTICS INC,,300.0,MAR 2026 INV,true,2026-04-21,20.0,flexent
38133,,,,,Rentex,Rentex-Massachusetts,,400.0,80.0,20.0,20.0,,,DHANA LOGISTICS INC,,300.0,MAR 2026 INV,true,2026-04-21,20.0,flexent
38337,,,,,Rentex,RENTEX MASSACHUSETTS,,1500.0,125.0,75.0,75.0,,,ABC PARTS INC,,1300.0,MAR 2026 INV,true,2026-04-21,75.0,flexent
38441,,,,,Rentex,RENTEX MASSACHUSETTS,,285.0,-329.25,14.25,14.25,,,HM TRANSPORTES LLC,,600.0,MAR 2026 INV,true,2026-04-21,14.25,flexent
38497,,,,,On Services,ON SERVICES,,4100.0,895.0,205.0,205.0,,,LANDSTAR,,3000.0,MAR 2026 INV,true,2026-05-01,205.0,flexent
38499,,,,,On Services,ON SERVICES,,4100.0,895.0,205.0,205.0,,,LANDSTAR,,3000.0,MAR 2026 INV,true,2026-05-01,205.0,flexent
38504,,,,,Rentex,Rentex-Massachusetts,,1200.0,140.0,60.0,60.0,,,Classic Logistics LLC,,1000.0,MAR 2026 INV,true,2026-04-21,60.0,flexent
38762,,,,,Rentex,RENTEX MASSACHUSETTS,,1600.0,120.0,80.0,80.0,,,CHEWA HILL LOGISTICS LLC,,1400.0,MAR 2026 INV,true,2026-04-21,80.0,flexent
38763,,,,,Rentex,RENTEX MASSACHUSETTS,,1600.0,70.0,80.0,80.0,,,RIGHTNOW GLOBAL SOLTIONS LLC,,1450.0,MAR 2026 INV,true,2026-04-21,80.0,flexent
38764,,,,,Rentex,RENTEX MASSACHUSETTS,,1600.0,70.0,80.0,80.0,,,JMC & RE-UP PROPERTIES LLC,,1450.0,MAR 2026 INV,true,2026-04-21,80.0,flexent
38766,,,,,Rentex,RENTEX,,600.0,170.0,30.0,30.0,,,JCG TRUCKING SERVICES LLC,,400.0,MAR 2026 INV,true,2026-04-21,30.0,flexent
38786,,,,,Rentex,RENTEX,,900.0,55.0,45.0,45.0,,,SAFEWAY TRUCK LINES LLC,,800.0,MAR 2026 INV,true,2026-04-21,45.0,flexent
38846,,,,,On Services,ON-SERVICES,,5700.0,1710.0,285.0,285.0,,,Show Freight Inc,,3705.0,MAR 2026 INV,true,2026-04-24,285.0,flexent
38847,,,,,On Services,ON-SERVICES,,4200.0,1260.0,210.0,210.0,,,Show Freight Inc,,2730.0,MAR 2026 INV,true,2026-04-24,210.0,flexent
38855,,,,,Rentex,RENTEX MASSACHUSETTS,,925.0,178.75,46.25,46.25,,,LETS GO TRANSPORT LLC,,700.0,MAR 2026 INV,true,2026-04-21,46.25,flexent
38861,,,,,Rentex,RENTEX MASSACHUSETTS,,750.0,212.5,37.5,37.5,,,DHANA LOGISTICS INC,,500.0,MAR 2026 INV,true,2026-04-21,37.5,flexent
38872,,,,,Rentex,RENTEX MASSACHUSETTS,,925.0,278.75,46.25,46.25,,,HM TRANSPORTES LLC,,600.0,MAR 2026 INV,true,2026-04-21,46.25,flexent
38875,,,,,Gofo Express,GOFO EXPRESS,,650.0,117.5,32.5,32.5,32.5,,MJ TRANSPORT OF ORLANDO LLC,,500.0,MAR 2026 INV,true,2026-04-08,32.5,flexent
