invoice_number,status,invoice_date,submission_date,po_load,customer,customer_raw,age,invoice_amount,funded,reserves,reserves_excel,released_reserves,fees,carrier,carrier_invoice,carrier_pay,source_sheet,released,release_date,release_amount,release_source
37279,Funded,2026-01-13,2026-01-13,OG2026010700029,Gofo Inc,GOFO INC.,3.0,7500.0,325.0,375.0,243.75,243.75,131.25,FRONT WAY INC,37279.0,6800.0,JAN 2026 INV,true,,375.0,triumph
37252,Funded,2026-01-13,2026-01-13,TONU,Gofo Inc,GOFO INC.,3.0,650.0,467.5,32.5,21.125,,11.375,SAM & GERRY TRUCKING INC,37252.0,150.0,JAN 2026 INV,false,,,
37208,Funded,2026-01-14,2026-01-14,EV26-0089,Sierra Live Productions,SIERRA LIVE PRODUCTIONS L.L.C.,1.0,7500.0,1875.0,375.0,243.75,,131.25,MKD EXPRESS LLC,37208.0,5250.0,JAN 2026 INV,false,,,
37392,Funded,2026-01-14,2026-01-14,REF#474879 PO#INV132925 AWB#: 95123677,Rentex,"RENTEX, INC/ HQ",2.0,400.0,205.0,20.0,13.0,13.0,7.0,BLACK BOX ENTERPRISES LLC,37392.0,175.0,JAN 2026 INV,true,,20.0,triumph
37433,Funded,2026-01-15,2026-01-15,REF# TRANSFER RENTEX LV-PHX 1/12PO#INV1,Rentex,"RENTEX, INC/ HQ",1.0,1400.0,130.0,70.0,45.5,45.5,24.5,NATHAN TRUCKING L.L.C.,37433.0,1200.0,JAN 2026 INV,true,,70.0,triumph
36786,Funded,2026-01-15,2026-01-15,REF#472528/PO#INV131078,Rentex,"RENTEX, INC/ HQ",2.0,750.0,-187.5,37.5,24.375,24.375,13.125,CHRISTIAN CURIOSO SAAVEDRA,36786.0,900.0,JAN 2026 INV,true,,37.5,triumph
37303,Funded,2026-01-16,2026-01-16,REF#474372 | PO#INV132758,Rentex,"RENTEX, INC/ HQ",1.0,825.0,283.75,41.25,26.8125,26.8125,14.4375,R & R LOGISTICS EXPRESS,37303.0,500.0,JAN 2026 INV,true,,41.25,triumph
37080,Funded,2026-01-15,2026-01-15,37080.0,On Services,"ON SERVICES, LLC",6.0,3600.0,620.0,180.0,117.0,117.0,63.0,Show Freight Inc,37080.0,2800.0,JAN 2026 INV,true,,180.0,triumph
37079,Funded,2026-01-15,2026-01-15,37079.0,On Services,"ON SERVICES, LLC",6.0,3600.0,620.0,180.0,117.0,117.0,63.0,Show Freight Inc,37079.0,2800.0,JAN 2026 INV,true,,180.0,triumph
37078,Funded,2026-01-15,2026-01-15,37078.0,On Services,"ON SERVICES, LLC",6.0,3600.0,620.0,180.0,117.0,117.0,63.0,Show Freight Inc,37078.0,2800.0,JAN 2026 INV,true,,180.0,triumph
37077,Funded,2026-01-15,2026-01-15,37077.0,On Services,"ON SERVICES, LLC",6.0,3600.0,620.0,180.0,117.0,117.0,63.0,Show Freight Inc,37077.0,2800.0,JAN 2026 INV,true,,180.0,triumph
37297,Funded,2026-01-16,2026-01-16,EV26-0029-TPO-00113,Sierra Live Productions,SIERRA LIVE PRODUCTIONS L.L.C.,5.0,7500.0,1625.0,375.0,243.75,243.75,131.25,MKD EXPRESS LLC,37297.0,5500.0,JAN 2026 INV,true,,375.0,triumph
37435,Funded,2026-01-16,2026-01-16,EV26-0029-TPO-00113,Sierra Live Productions,SIERRA LIVE PRODUCTIONS L.L.C.,5.0,7500.0,125.0,375.0,243.75,243.75,131.25,DELTA PRIME LLC,37435.0,7000.0,JAN 2026 INV,true,,375.0,triumph
36787,Funded,2026-01-19,2026-01-19,REF#472528/PO#INV131078,Rentex,"RENTEX, INC/ HQ",2.0,750.0,-37.5,37.5,24.375,24.375,13.125,UNITED EAGLES TRUCKING,36787.0,750.0,JAN 2026 INV,true,,37.5,triumph
37471,Funded,2026-01-19,2026-01-19,MT2026011400121 /ORDCNO011023,Gofo Inc,GOFO INC.,2.0,5300.0,535.0,265.0,172.25,172.25,92.75,ROYAL XPRESS INC,37471.0,4500.0,JAN 2026 INV,true,,265.0,triumph
37550,Funded,2026-01-20,2026-01-20,EWRCNO0116017 MT2026011700158,Gofo Inc,GOFO INC.,1.0,7000.0,150.0,350.0,227.5,227.5,122.5,36 EXPRESS LLC,37550.0,6500.0,JAN 2026 INV,true,,350.0,triumph
37552,Funded,2026-01-20,2026-01-20,REF#472684 / PO#INV131951,Rentex,"RENTEX, INC/ HQ",1.0,350.0,82.5,17.5,11.375,11.375,6.125,ONEWAY TRANSPORTATION LLC,37552.0,250.0,JAN 2026 INV,true,,17.5,triumph
37257,Funded,2026-01-20,2026-01-20,REF#472528/PO#INV131078,Rentex,"RENTEX, INC/ HQ",1.0,700.0,65.0,35.0,22.75,22.75,12.25,EA TRANSPORTATION SYSTEMS LLC,37257.0,600.0,JAN 2026 INV,true,,35.0,triumph
37398,Funded,2026-01-19,2026-01-19,REF#477309 / PO#INV132945,Rentex,"RENTEX, INC/ HQ",2.0,1350.0,82.5,67.5,43.875,43.875,23.625,DIEGO TRANSPORTATION LLC,37398.0,1200.0,JAN 2026 INV,true,,67.5,triumph
37025,Funded,2026-01-20,2026-01-20,REF#473608/473492 / PO#INV131892,Rentex,"RENTEX, INC/ HQ",1.0,750.0,212.5,37.5,24.375,24.375,13.125,GALLO EXPRESS LLC,37025.0,500.0,JAN 2026 INV,true,,37.5,triumph
37505,Funded,2026-01-20,2026-01-20,MT2026011600159 / EWRCNO0115017,Gofo Inc,GOFO INC.,1.0,7300.0,435.0,365.0,237.25,237.25,127.75,GOLD BRIDGE INTERNATIONAL LLC,37505.0,6500.0,JAN 2026 INV,true,,365.0,triumph
37227,Funded,2026-01-20,2026-01-20,TPO-00107,Sierra Live Productions,SIERRA LIVE PRODUCTIONS L.L.C.,3.0,1300.0,235.0,65.0,42.25,42.25,22.75,A&E EXPRESS LLC,37227.0,1000.0,JAN 2026 INV,true,,65.0,triumph
37232,Funded,2026-01-20,2026-01-20,REF#473420 / PO#INV132570,Rentex,"RENTEX, INC/ HQ",3.0,1900.0,235.0,95.0,61.75,61.75,33.25,C&I TRANSPORTATION LLC,37232.0,1500.0,JAN 2026 INV,true,,95.0,triumph
37529,Funded,2026-01-21,2026-01-21,REF#479157 PO#INV133326,Rentex,"RENTEX, INC/ HQ",2.0,500.0,175.0,25.0,16.25,16.25,8.75,MAKE TRUCKING LLC,37529.0,300.0,JAN 2026 INV,true,,25.0,triumph
37467,Funded,2026-01-21,2026-01-21,REF#478018PO#INV133184,Rentex,"RENTEX, INC/ HQ",2.0,1100.0,245.0,55.0,35.75,35.75,19.25,123 BOUGHT STORE LLC,37467.0,800.0,JAN 2026 INV,true,,55.0,triumph
37381,Funded,2026-01-21,2026-01-21,PO#INV132922REF#471085/476586,Rentex,"RENTEX, INC/ HQ",2.0,1100.0,345.0,55.0,35.75,35.75,19.25,AMRITPAL SINGH HUNDAL,37381.0,700.0,JAN 2026 INV,true,,55.0,triumph
37298,Funded,2026-01-21,2026-01-21,EV26-0029-TPO-00113,Sierra Live Productions,SIERRA LIVE PRODUCTIONS L.L.C.,2.0,7500.0,1125.0,375.0,243.75,243.75,131.25,BEK TRANSPORTATION LLC,37298.0,6000.0,JAN 2026 INV,true,,375.0,triumph
37416,Funded,2026-01-23,2026-01-23,REF# 474891 PO# INV132960,Rentex,"RENTEX, INC/ HQ",5.0,500.0,175.0,25.0,16.25,16.25,8.75,AMG TRANSPORT LOGISTICS,37416.0,300.0,JAN 2026 INV,true,,25.0,triumph
37373,Funded,2026-01-23,2026-01-23,REF#477337 PO#INV132910,Rentex,"RENTEX, INC/ HQ",5.0,500.0,75.0,25.0,16.25,16.25,8.75,ACIES TRANSPORT LLC,37373.0,400.0,JAN 2026 INV,true,,25.0,triumph
37235,Funded,2026-01-26,2026-01-26,REF#475595 / PO#INV132590,Rentex,"RENTEX, INC/ HQ",2.0,750.0,62.5,37.5,24.375,24.375,13.125,OVN LLC,37235.0,650.0,JAN 2026 INV,true,,37.5,triumph
37389,Funded,2026-01-26,2026-01-26,REF#474879 // PO#INV132925,Rentex,"RENTEX, INC/ HQ",2.0,1000.0,250.0,50.0,32.5,32.5,17.5,SANIAK EXPRESS LOGISTICS LLC,37389.0,700.0,JAN 2026 INV,true,,50.0,triumph
37528,Funded,2026-01-26,2026-01-26,REF#477306 PO#INV133324,Rentex,"RENTEX, INC/ HQ",2.0,1525.0,248.75,76.25,49.5625,49.5625,26.6875,LETS GO TRANSPORT LLC,37528.0,1200.0,JAN 2026 INV,true,,76.25,triumph
37417,Funded,2026-01-26,2026-01-26,REF# 474891 PO# INV132960,Rentex,"RENTEX, INC/ HQ",2.0,500.0,75.0,25.0,16.25,16.25,8.75,1776 FREIGHT LLC,37417.0,400.0,JAN 2026 INV,true,,25.0,triumph
37759,Funded,2026-01-26,2026-01-26,REF#481611 // PO#INV134002,Rentex,"RENTEX, INC/ HQ",2.0,850.0,357.5,42.5,27.625,27.625,14.875,OMW EXPEDITED TRANSPORT LLC,37759.0,450.0,JAN 2026 INV,true,,42.5,triumph
37234,Funded,2026-01-26,2026-01-26,REF#475595 / PO#INV132590,Rentex,"RENTEX, INC/ HQ",2.0,750.0,112.5,37.5,24.375,24.375,13.125,UNITED FLEET CORP,37234.0,600.0,JAN 2026 INV,true,,37.5,triumph
37399,Funded,2026-01-27,2026-01-27,REF#477309 / PO#INV132945,Rentex,"RENTEX, INC/ HQ",1.0,1350.0,282.5,67.5,43.875,43.875,23.625,GRM AND COMPANY LLC,37399.0,1000.0,JAN 2026 INV,true,,67.5,triumph
37173,Funded,2026-01-27,2026-01-27,REF#474939 / PO#INV132448,Rentex,"RENTEX, INC/ HQ",3.0,850.0,157.5,42.5,27.625,27.625,14.875,UNITED EAGLES TRUCKING,37173.0,650.0,JAN 2026 INV,true,,42.5,triumph
37739,Funded,2026-01-27,2026-01-27,MT2026012400064,Gofo Inc,GOFO INC.,3.0,650.0,167.5,32.5,21.125,21.125,11.375,WS QUALITY TRANSPORT LLC,37739.0,450.0,JAN 2026 INV,true,,32.5,triumph
37691,Funded,2026-01-28,2026-01-28,RE: RFQ-199128-12,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,5900.0,355.0,295.0,191.75,,103.25,MC CARRIER LLC,37691.0,5250.0,JAN 2026 INV,false,,,
37695,Funded,2026-01-28,2026-01-28,RFQ-199128-16,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,5000.0,250.0,250.0,162.5,,87.5,MC CARRIER LLC,37695.0,4500.0,JAN 2026 INV,false,,,
37692,Funded,2026-01-28,2026-01-28,RFQ-199128-13,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,6000.0,450.0,300.0,195.0,,105.0,MC CARRIER LLC,37692.0,10500.0,JAN 2026 INV,false,,,
37697,Funded,2026-01-28,2026-01-28,RFQ-199128-18,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,5350.0,842.5,267.5,173.875,,93.625,DALMONT LLC,37697.0,4240.0,JAN 2026 INV,false,,,
37696,Funded,2026-01-28,2026-01-28,RFQ-199128-17,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,5525.0,828.75,276.25,179.5625,,96.6875,DALMONT LLC,37696.0,4420.0,JAN 2026 INV,false,,,
37789,Funded,2026-01-28,2026-01-28,MT2026012700051,Gofo Inc,GOFO INC.,2.0,650.0,117.5,32.5,21.125,21.125,11.375,MDN FREIGHT INC,37789.0,500.0,JAN 2026 INV,true,,32.5,triumph
37736,Funded,2026-01-28,2026-01-28,OG2026012300026,Gofo Inc,GOFO INC.,2.0,7200.0,640.0,360.0,234.0,,126.0,GG&E TRUCKING LLC,37736.0,6200.0,JAN 2026 INV,false,,,
37468,Funded,2026-01-28,2026-01-28,REF#478018PO#INV133184,Rentex,"RENTEX, INC/ HQ",2.0,1100.0,95.0,55.0,35.75,35.75,19.25,A & E FREIGHT SOLUTIONS,37468.0,950.0,JAN 2026 INV,true,,55.0,triumph
37636,Funded,2026-01-28,2026-01-28,PO JKZT0000029,Insync Productions,"INSYNC PRODUCTIONS, LLC",22.0,500.0,255.0,25.0,16.25,,8.75,HIPPIX LOGISTIX LLC,37636.0,220.0,JAN 2026 INV,false,,,
37689,Funded,2026-01-29,2026-01-29,RE: RFQ-199128-11,Majic Productions Inc,MAJIC PRODUCTIONS INC,1.0,5000.0,-200.0,250.0,162.5,,87.5,MC CARRIER LLC,37689.0,4950.0,JAN 2026 INV,false,,,
37527,Funded,2026-01-30,2026-01-30,REF#477306 PO#INV133324,Rentex,"RENTEX, INC/ HQ",4.0,925.0,128.75,46.25,30.0625,30.0625,16.1875,LETS GO TRANSPORT LLC,37527.0,750.0,JAN 2026 INV,true,,46.25,triumph
36980,Funded,2026-01-30,2026-01-30,REF#412641/PO#INV131762,Rentex,"RENTEX, INC/ HQ",4.0,1100.0,45.0,55.0,35.75,35.75,19.25,RISHI LOGISTICS INC,36980.0,1000.0,JAN 2026 INV,true,,55.0,triumph
37174,Funded,2026-01-30,2026-01-30,REF#474939 / PO#INV132448,Rentex,"RENTEX, INC/ HQ",4.0,850.0,107.5,42.5,27.625,27.625,14.875,RAFD TRANSPORT LLC,37174.0,700.0,JAN 2026 INV,true,,42.5,triumph
37470,Funded,2026-01-30,2026-01-30,ORDCNO011022 MT2026011400122,Gofo Inc,GOFO INC.,6.0,5300.0,135.0,265.0,172.25,172.25,92.75,ROOP UK TRANSPORT INC,37470.0,4900.0,JAN 2026 INV,true,,265.0,triumph
37866,Funded,2026-02-02,2026-02-02,PO#INV134321REF#481655,Rentex,"RENTEX, INC/ HQ",3.0,950.0,152.5,47.5,30.875,30.875,16.625,EMPIRE EXPEDITED INC,37866.0,750.0,FEB 2026 INV,true,,47.5,triumph
37934,Funded,2026-02-03,2026-02-03,OG202601000031,Gofo Inc,GOFO INC.,2.0,7200.0,640.0,360.0,234.0,,126.0,GG&E TRUCKING LLC,37934.0,6200.0,FEB 2026 INV,false,,,
37795,Funded,2026-02-03,2026-02-03,OG2026012700018,Gofo Inc,GOFO INC.,2.0,7200.0,540.0,360.0,234.0,,126.0,GOLD BRIDGE INTERNATIONAL LLC,37795.0,6300.0,FEB 2026 INV,false,,,
37577,Funded,2026-02-03,2026-02-03,REF#478991 PO#INV133452,Rentex,"RENTEX, INC/ HQ",2.0,700.0,165.0,35.0,22.75,22.75,12.25,LAWRENCE GILBERTO DIVINO JR,37577.0,500.0,FEB 2026 INV,true,,35.0,triumph
37997,Funded,2026-02-03,2026-02-03,REF# 484237/PO# INV134767,Rentex,"RENTEX, INC/ HQ",2.0,925.0,78.75,46.25,30.0625,30.0625,16.1875,BRUCELINE TRUCKING LLC,37997.0,800.0,FEB 2026 INV,true,,46.25,triumph
37991,Funded,2026-02-03,2026-02-03,REF# 484237/PO# INV134767,Rentex,"RENTEX, INC/ HQ",2.0,900.0,355.0,45.0,29.25,29.25,15.75,STOMPDOWN PRODUCTIONS LLC,37991.0,500.0,FEB 2026 INV,true,,45.0,triumph
37755,Funded,2026-02-03,2026-02-03,REF#446478 PO#INV133979,Rentex,"RENTEX, INC/ HQ",2.0,675.0,126.25,33.75,21.9375,21.9375,11.8125,CCAM TRUCKING LLC,37755.0,515.0,FEB 2026 INV,true,,33.75,triumph
37693,Funded,2026-02-03,2026-02-03,RFQ-199128-14,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,5000.0,-350.0,250.0,162.5,,87.5,MC CARRIER LLC,37693.0,5100.0,FEB 2026 INV,false,,,
37700,Funded,2026-02-03,2026-02-03,RFQ-199128-20,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,725.0,188.75,36.25,23.5625,,12.6875,SIMON LOGISTICS LLC,37700.0,500.0,FEB 2026 INV,false,,,
37698,Funded,2026-02-03,2026-02-03,RFQ-199128-19,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,725.0,188.75,36.25,23.5625,,12.6875,SIMON LOGISTICS LLC,37698.0,500.0,FEB 2026 INV,false,,,
37808,Funded,2026-02-03,2026-02-03,JKZT0000049,Insync Productions,"INSYNC PRODUCTIONS, LLC",16.0,1850.0,557.5,92.5,60.125,60.125,32.375,HALO TRANSPORTS LLC,37808.0,1200.0,FEB 2026 INV,true,,92.5,triumph
37757,Funded,2026-02-05,2026-02-05,REF#480217/PO#INV133991,Rentex,"RENTEX, INC/ HQ",2.0,650.0,27.5,32.5,21.125,21.125,11.375,AAA EXPEDITED SERVICES LLC,37757.0,590.0,FEB 2026 INV,true,,32.5,triumph
37374,Funded,2026-02-05,2026-02-05,REF#477337/PO#INV132910,Rentex,"RENTEX, INC/ HQ",2.0,500.0,325.0,25.0,16.25,16.25,8.75,DORSEY TRUCKING&TRANSPORTATION LLC,37374.0,150.0,FEB 2026 INV,true,,25.0,triumph
37803,Funded,2026-02-05,2026-02-05,REF#476906 PO#INV134153,Rentex,"RENTEX, INC/ HQ",2.0,675.0,241.25,33.75,21.9375,21.9375,11.8125,2131 TRANSPORTATION LLC,37803.0,400.0,FEB 2026 INV,true,,33.75,triumph
38049,Funded,2026-02-05,2026-02-05,MT2026020400047,Gofo Inc,GOFO INC.,14.0,650.0,117.5,32.5,21.125,,11.375,KOF LOGISTICS LLC,38049.0,500.0,FEB 2026 INV,false,,,
37842,Funded,2026-02-05,2026-02-05,REF#481752/PO#INV134262,Rentex,"RENTEX, INC/ HQ",2.0,550.0,37.5,27.5,17.875,17.875,9.625,QUICKLINK GLOBAL SERVICES LLC,37842.0,485.0,FEB 2026 INV,true,,27.5,triumph
37712,Funded,2026-02-05,2026-02-05,RFQ-199128-21,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,725.0,238.75,36.25,23.5625,,12.6875,SIX BROS TRUCKING LLC,37712.0,450.0,FEB 2026 INV,false,,,
37807,Funded,2026-02-05,2026-02-05,JKZT0000049,Insync Productions,"INSYNC PRODUCTIONS, LLC",14.0,1850.0,357.5,92.5,60.125,60.125,32.375,CLASSIC LOGISTICS LLC,37807.0,1400.0,FEB 2026 INV,true,,92.5,triumph
37761,Funded,2026-02-09,2026-02-09,REF#481240 // PO#INV134009,Rentex,"RENTEX, INC/ HQ",2.0,700.0,115.0,35.0,22.75,22.75,12.25,BLAZING TRANSPORTATION LLC,37761.0,550.0,FEB 2026 INV,true,,35.0,triumph
38128,Funded,2026-02-09,2026-02-09,MT2026020400047,Gofo Inc,GOFO INC.,2.0,650.0,117.5,32.5,21.125,,11.375,WS QUALITY TRANSPORT LLC,38128.0,500.0,FEB 2026 INV,false,,,
36978,Funded,2026-02-09,2026-02-09,REF#412641 | PO#INV131762,Rentex,"RENTEX, INC/ HQ",2.0,1100.0,195.0,55.0,35.75,35.75,19.25,ADOSH TRUCKING LLC,36978.0,850.0,FEB 2026 INV,true,,55.0,triumph
36979,Funded,2026-02-09,2026-02-09,REF#412641 | PO#INV131762,Rentex,"RENTEX, INC/ HQ",2.0,1100.0,60.0,55.0,35.75,35.75,19.25,HTC EXPRESS,36979.0,985.0,FEB 2026 INV,true,,55.0,triumph
37763,Funded,2026-02-10,2026-02-10,REF#481240 // PO#INV134009,Rentex,"RENTEX, INC/ HQ",1.0,700.0,175.0,35.0,22.75,22.75,12.25,OVN LLC,37763.0,490.0,FEB 2026 INV,true,,35.0,triumph
37532,Funded,2026-02-10,2026-02-10,REF#474445/PO#INV133328,Rentex,"RENTEX, INC/ HQ",1.0,1100.0,245.0,55.0,35.75,35.75,19.25,SIMPLE BEVERAGES COMPANY LLC,37532.0,800.0,FEB 2026 INV,true,,55.0,triumph
38009,Funded,2026-02-10,2026-02-10,PO# 107784,On Services,"ON SERVICES, LLC",1.0,3200.0,1040.0,160.0,104.0,104.0,56.0,UNV TRADE INC,38009.0,2000.0,FEB 2026 INV,true,,160.0,triumph
37756,Funded,2026-02-10,2026-02-10,REF#480217 PO#INV133991,Rentex,"RENTEX, INC/ HQ",3.0,650.0,97.5,32.5,21.125,21.125,11.375,AAA EXPEDITED SERVICES LLC,37756.0,520.0,FEB 2026 INV,true,,32.5,triumph
38250,Funded,2026-02-10,2026-02-10,PO# 107784,On Services,"ON SERVICES, LLC",3.0,3200.0,940.0,160.0,104.0,104.0,56.0,MOONLIGHT TRUCKING LLC,38250.0,2100.0,FEB 2026 INV,true,,160.0,triumph
37578,Funded,2026-02-10,2026-02-10,REF#478991 PO#INV133452,Rentex,"RENTEX, INC/ HQ",3.0,700.0,115.0,35.0,22.75,22.75,12.25,ANDREW EXPRESS LLC,37578.0,550.0,FEB 2026 INV,true,,35.0,triumph
38149,Funded,2026-02-10,2026-02-10,26-1481-JKZT0000065,Insync Productions,"INSYNC PRODUCTIONS, LLC",9.0,1750.0,462.5,87.5,56.875,,30.625,AXPER LLC,38149.0,1200.0,FEB 2026 INV,true,2026-03-25,87.5,flexent
38334,Funded,2026-02-11,2026-02-11,PO#INV135688,Rentex,"RENTEX, INC/ HQ",2.0,1450.0,177.5,72.5,47.125,47.125,25.375,2131 TRANSPORTATION LLC,38334.0,1200.0,FEB 2026 INV,true,,72.5,triumph
38304,Funded,2026-02-11,2026-02-11,REF#476906/PO#INV134153,Rentex,"RENTEX, INC/ HQ",2.0,675.0,241.25,33.75,21.9375,21.9375,11.8125,2131 TRANSPORTATION LLC,38304.0,400.0,FEB 2026 INV,true,,33.75,triumph
37804,Funded,2026-02-11,2026-02-11,REF#476906 PO#INV134153,Rentex,"RENTEX, INC/ HQ",2.0,300.0,135.0,15.0,9.75,9.75,5.25,2131 TRANSPORTATION LLC,37804.0,150.0,FEB 2026 INV,true,,15.0,triumph
37068,Funded,2026-02-11,2026-02-11,REF#474655 | PO#INV132026,Rentex,"RENTEX, INC/ HQ",2.0,750.0,112.5,37.5,24.375,24.375,13.125,BUTLER AND SON EXPEDITED FREIGHT LLC,37068.0,600.0,FEB 2026 INV,true,,37.5,triumph
38259,Funded,2026-02-11,2026-02-11,REF#478722 // PO#INV133659,Rentex,"RENTEX, INC/ HQ",2.0,825.0,383.75,41.25,26.8125,26.8125,14.4375,"LV TRANSPORTATION, LLC",38259.0,400.0,FEB 2026 INV,true,,41.25,triumph
38192,Funded,2026-02-11,2026-02-11,OG2026020700027 PU# GOFO GROUND DOCK 20,Gofo Inc,GOFO INC.,8.0,7000.0,450.0,350.0,227.5,,122.5,GG&E TRUCKING LLC,38192.0,6200.0,FEB 2026 INV,false,,,
38191,Funded,2026-02-11,2026-02-11,PU# GOFO OG2026020500028 GROUND DOCK 20,Gofo Inc,GOFO INC.,8.0,6000.0,500.0,300.0,195.0,,105.0,SAM & GERRY TRUCKING INC,38191.0,5200.0,FEB 2026 INV,false,,,
37947,Rejected,2026-02-11,2026-02-11,37947.0,Majic Productions Inc,MAJIC PRODUCTIONS INC,2.0,300.0,,15.0,,,,GVD GROUP INC,37947.0,250.0,FEB 2026 INV,false,,,
37810,Funded,2026-02-11,2026-02-11,REF#446478 PO#INV133979,Rentex,"RENTEX, INC/ HQ",2.0,675.0,111.25,33.75,21.9375,21.9375,11.8125,ANDREW EXPRESS LLC,37810.0,530.0,FEB 2026 INV,true,,33.75,triumph
36981,Funded,2026-02-11,2026-02-11,REF#412641PO#INV131762,Rentex,"RENTEX, INC/ HQ",2.0,1100.0,145.0,55.0,35.75,35.75,19.25,MATAK FREIGHT SOLUTION LLC,36981.0,900.0,FEB 2026 INV,true,,55.0,triumph
37867,Funded,2026-02-11,2026-02-11,PO#INV134321 REF#481655,Rentex,"RENTEX, INC/ HQ",2.0,1150.0,342.5,57.5,37.375,37.375,20.125,CHAURA TRANSPORTATION INC,37867.0,750.0,FEB 2026 INV,true,,57.5,triumph
37861,Funded,2026-02-11,2026-02-11,26-1383-JKZT0000051,Insync Productions,"INSYNC PRODUCTIONS, LLC",8.0,1500.0,325.0,75.0,48.75,,26.25,MXM FREIGHT LLC,37861.0,1100.0,FEB 2026 INV,true,2026-03-25,75.0,flexent
38147,Funded,2026-02-11,2026-02-11,26-1481-JKZT0000065,Insync Productions,"INSYNC PRODUCTIONS, LLC",8.0,1750.0,462.5,87.5,56.875,,30.625,AXPER LLC,38147.0,1200.0,FEB 2026 INV,true,2026-03-25,87.5,flexent
38134,Funded,2026-02-11,2026-02-11,26-1126-JKZT0000064,Insync Productions,"INSYNC PRODUCTIONS, LLC",8.0,750.0,162.5,37.5,24.375,,13.125,FLORIDA FREIGHT AND CARTAGE LLC,38134.0,550.0,FEB 2026 INV,true,2026-03-25,37.5,flexent
38135,Funded,2026-02-11,2026-02-11,26-1126-JKZT0000064,Insync Productions,"INSYNC PRODUCTIONS, LLC",8.0,750.0,162.5,37.5,24.375,,13.125,FLORIDA FREIGHT AND CARTAGE LLC,38135.0,550.0,FEB 2026 INV,true,2026-03-25,37.5,flexent
37968,Funded,2026-02-12,2026-02-12,26-1366,Insync Productions,"INSYNC PRODUCTIONS, LLC",7.0,1850.0,607.5,92.5,60.125,,32.375,ALFA LOGISTICS LLC,37968.0,1150.0,FEB 2026 INV,true,2026-03-25,92.5,flexent
37531,Funded,2026-02-12,2026-02-12,REF#474445 PO#INV133328,Rentex,"RENTEX, INC/ HQ",7.0,1100.0,445.0,55.0,35.75,35.75,19.25,YUGOS LOGISTICS LLC,37531.0,600.0,FEB 2026 INV,true,,55.0,triumph
38358,Funded,2026-02-13,2026-02-13,26-1324-JKZT0000074,Insync Productions,"INSYNC PRODUCTIONS, LLC",6.0,750.0,262.5,37.5,24.375,,13.125,OMEGA PETROLEUM LOGISTICS LLC,38358.0,450.0,FEB 2026 INV,true,2026-03-25,37.5,flexent
38395,Funded,2026-02-13,2026-02-13,26-1324-JKZT0000074,Insync Productions,"INSYNC PRODUCTIONS, LLC",6.0,750.0,262.5,37.5,24.375,,13.125,OMEGA PETROLEUM LOGISTICS LLC,38395.0,450.0,FEB 2026 INV,true,2026-03-25,37.5,flexent
38240,Funded,2026-02-13,2026-02-13,REF#485159/PO#INV135379,Rentex,"RENTEX, INC/ HQ",6.0,900.0,355.0,45.0,29.25,29.25,15.75,DL STURGIS LOGISTICS LLC,38240.0,500.0,FEB 2026 INV,true,,45.0,triumph
37690,Funded,2026-02-16,2026-02-16,REF#475285/478290 PO#INV133761ORDER #?S,Rentex,"RENTEX, INC/ HQ",3.0,765.0,161.75,38.25,24.8625,24.8625,13.3875,UNITED EAGLES TRUCKING,37690.0,565.0,FEB 2026 INV,true,,38.25,triumph
36825,Funded,2026-02-16,2026-02-16,REF#472879 / PO#INV131225,Rentex,"RENTEX, INC/ HQ",3.0,750.0,162.5,37.5,24.375,24.375,13.125,UNITED EAGLES TRUCKING,36825.0,550.0,FEB 2026 INV,true,,37.5,triumph
38342,Funded,2026-02-16,2026-02-16,REF#486709PO#INV135703,Rentex,"RENTEX, INC/ HQ",3.0,600.0,170.0,30.0,19.5,19.5,10.5,2131 TRANSPORTATION LLC,38342.0,400.0,FEB 2026 INV,true,,30.0,triumph
38394,Funded,2026-02-16,2026-02-16,26-1324-JKZT0000074,Insync Productions,"INSYNC PRODUCTIONS, LLC",3.0,750.0,212.5,37.5,24.375,,13.125,DBP EXPRESS LLC,38394.0,500.0,FEB 2026 INV,false,,,
38228,Funded,2026-02-16,2026-02-16,MT2026020600050,Gofo Inc,GOFO INC.,3.0,650.0,117.5,32.5,21.125,21.125,11.375,DIMALA JOE TRUCKING LLC,38228.0,500.0,FEB 2026 INV,true,,32.5,triumph
38356,Funded,2026-02-16,2026-02-16,26-1324-JKZT0000074,Insync Productions,"INSYNC PRODUCTIONS, LLC",3.0,875.0,341.25,43.75,28.4375,,15.3125,MCKOY ENTERPRISES INC,38356.0,490.0,FEB 2026 INV,false,,,
